Language;Original;Gloss;Translation;Type;Remarks;Source;Citekey;Page;Exno;AddSourceInfo;Predicate;SbjPrs;SbjNbr;SbjGen;SbjCase;RPrs;RNbr;RGen;RCase;TPrs;TNbr;TGen;TCase
Menya;Rupenɑ̈ i=qu eiti kinɑ ɑ̈-w-i-k-qɑ̈qɑ̈=i Semɑ̈ i=qu=e nyi eiti kinɑ ɑ̈-n-tɑp-k-qäqä=i;Reuben that=M eighty kina ASS-3-do-PA/PFV-3S/DSO=IND Shem that=M=OJ 1S eighty kina ASS-1S-give-PA/PFV-3S/DSO=IND  ;Reuben gave him, that is Shem, eighty kina. He gave me eighty kina.;ICSA;second half of this example, the recipient object is the first person pronoun, which does not bear a case marker but is cross-referenced by the verb prefix;Whitehead (2006: 24);Whitehead2006;24;19;second half;give;3;SG;;;1;SG;;;3;PL;;
Menya;e w-t-q-ɑŋg=ŋgɑ=ŋi ɑpɑ̈kɑ̈ hn=u=ɑqu=i ɑ̈-w-i-k-uwɑ̈=i;that 3-tell-PFV-DR=TIME=GVN woman INDEF=F=DL=OJ ASS-3-do-PA/PFV-23P/DSO=IND;After he (a mythical snake) told them (the village men) that, they gave him two women.;ICSA;R nicht overt, R an Verb markiert;Whitehead (2006: 25);Whitehead2006;25;20;;give;3;PL;;;3;SG;;;3;DU;;ACC/DOM
Menya;i=qu ye=qɑ̈ aŋɑ̈ hn=qu ɑ̈-yɑ-tɑp-k-qɑ̈qä=i;that=M 1D=POSS house INDEF=M ASS-1D-give-PA/PFV-3S/DSO=IND;He gave us a house to stay in. (Lit: he gave us our house.);ICSA;;Whitehead (2006: 84);Whitehead2006;84;188;;give;3;SG;;;1;DUAL;;;3;SG;;
Menya;suqɑ̈ ɑɑŋɑ̈ yɑ̈ŋɑ̈nɑ̈qŋqɑ̈=i ti=ŋä i=qu=ɑ=u ɑ̈-w-i-ɑ̈tq-ɑ̈ŋ-qɑ̈qä=i;custom true strong=DEF this=GVN that=M=PL=OJ ASS-3-do-PRGV-IPFV-1S/DSO=IND;The strongest of customs, I give (= teach) them (=my children) this way.;ICSA;;Whitehead (2006: 84);Whitehead2006;84;189;;give;1;SG;;;3;PL;;ACC/DOM;3;SG;;
Miskito;¡Yɑng-rɑ tu pɑun ɑiks! ;¡Yo-a dos libras dame!;¡A mí dame dos libras!;ICSA;;Salamanca (2008: 106);Salamanca2008;106;3;;dar/give (imperative);;;;;1;SG;;DAT;3;PL;;NOM
Ngkolmpu;Markus-w pr kati nson b-mae-y.;Markus-ERG tree leaf.ABS 1SG.DAT 1SG.OBJ-give-SG.SBJ.HOD;Markus gave me the money (earlier today).;ICSA;ICSA with give;Carroll (2016: 149);Carroll2016;149;5.30b;;give;3;SG;;ERG;1;SG;;DAT;3;SG;;ABS
Ngkolmpu;Markus-w pr kati nson s-re-i.;Markus-ERG tree leaf.ABS 1SG.DAT 3.OBJ-send-SG.SBJ.HOD;Markus sent the money to me.;ICIA;ICIA with send;Matthew Carroll, p.c.;;;;;send;3;SG;;ERG;1;SG;;DAT;3;SG;;ABS
Ngkolmpu;piengku ngko w-mplae-∅;3SG.ERG 1SG.ABS 1SG.OBJ-hit-SG.SBJ;He is hitting me.;Transitive;;Carroll (2016: 147);Carroll2016;147;5.28a;;hit;3;SG;;ERG;/;/;/;/;1;SG;;ABS
Podoko;v-atə bába sləɓə akə́ udzara;donner-3PL.AOR père viande à enfant;Le père donna la viande aux enfants. (The father gave the meat to the children.);ICSA;;Jarvis (1989: 103);Jarvis1989;103;383;;give;3;SG;;;3;PL;;DAT;3;SG;;
Podoko;v-atə bába;donner-3PL.AOR père;Le père le leur donna. (The father gave it to them.);ICSA;;Jarvis (1989: 104);Jarvis1989;104;390;;give;3;SG;;;3;PL;;DAT;3;SG;;
Podoko;pasl-ata ndí slaka;tuer-3PL.AOR on vache-PL;On tua les vaches. (We killed the cows.);Transitive;;Jarvis (1989: 90);Jarvis1989;90;294;;kill;3;SG;;;/;/;/;/;3;PL;;
Podoko;ʸ-mar-ətə-də́ mayə́ ʸtakwasə́ akə́ ndá mənda;1SG-montrer-3PL.AOR-? je chose à COLL personne;Je montrai la chose aux gens. (I showed the thing to people.);ICSA;;Jarvis (1989: 91);Jarvis1989;91;301;;show;1;SG;;;3;PL;;DAT;3;SG;;
Quechua (Yauyos);pi-pis fɑkultɑ-yku-wɑ-nɑ-n-pɑq;pi-ADD faciliate-EXCEP-1.OBJ-NMLZ-3-PURP;So someone will help me out.;Transitive;;Shimelman (2017: 48);Shimelman2017;48;13;;help;3;SG;;;/;/;/;/;1;SG;;
Quechua (Yauyos);kɑy qullqi-tɑ qu-shqɑyki ripu-ku-y mɑy-tɑ-pis;DEM.P money-ACC give-3>1PL.FUT go-REFL-IMP where-ACC-ADD;I’m going to give you this money. Get going whereever!;ICSA;you in translation, but 3>1 in gloss, possible typo.;Shimelman (2017: 48);Shimelman2017;48;16;;give;1;SG;;;2;;;;3;SG;;ACC
Quechua (Yauyos);Dios tɑytɑ imɑ-tɑ willɑ-ku-yɑ-wɑ-nki;God father what-ACC tell-REFL-PROG-1.OBJ-2;My God! What are you telling me?;ICSA;;Shimelman (2017: 138);Shimelman2017;138;1;;tell;2;;;;1;SG;;;3;SG;;ACC
Quechua (Yauyos);kɑy qullqi-tɑ qu-sqɑyki;DEM.P money-ACC give-1>2.FUT;I’m going to give you this money.;ICSA;;Shimelman (2017: 141);Shimelman2017;141;13;;give;1;SG;;;2;SG;;;3;SG;;ACC
Quechua (Yauyos);mɑnɑ yɑku-ktɑ qu-mɑ-pti-n, imɑynɑ-tɑq ɑlfɑ-:-pis plɑntɑ-:-pis kɑ-nqɑ;no water-ACC give-1.OBJ-SUBDS-3 how-SEQ alfalfa-ADD plant-1-ADD be-3.FUT;If they don’t give me water, how will I have alfalfa and plants?;ICSA;;Shimelman (2017: 143);Shimelman2017;143;23;;give;3;PL;;;1;SG;;;3;SG;;ACC
Quechua (Yauyos);kɑ-yɑ-n-mi uniku qullqi-yuq-pɑq mɑy-pɑ-m rigɑlɑ-wɑ-chuwɑn runɑ-qɑ;be-PROG-3-EVD only money-POSS-BEN where-LOC-EVD gift-1.OBJ-1PL.COND person-TOP;There are only for rich people. Where can people give us things for free?;ICSA;;Shimelman (2017: 145);Shimelman2017;145;38;;give;3;PL;;;1;PL;;;3;PL;;
Quechua (Yauyos);ñuqɑ-tɑ uywɑ-mɑ-rɑ mɑmɑ-chɑ-: tiyu-: tiyɑ-:;I-ACC raise-1.OBJ-PST mother-DIM-1 uncle -1 aunt-1;My grandmother and my uncle and aunt raised me;Transitive;third-person object is indicated by the case-marking of the third-person pronoun pay with either accusative -ta or allative/dative -man (pay-ta qawa-nchik ‘we see him/her,’ paykuna-man qu-nki ‘you give them’);Shimelman (2017: 147);Shimelman2017;147;45;;raise;3;PL;;;/;/;/;/;1;SG;;ACC
Quechua (Yauyos);mɑnɑ-lɑq yɑku-ktɑ qu-mɑ-nqɑ-chu;no-CONT water-ACC give-1.OBJ-3.FUT-NEG;They still aren’t going to give me water.;ICSA;;Shimelman (2017: 153);Shimelman2017;153;9;;give;3;PL;;;1;SG;;;3;SG;;ACC
Quechua (Yauyos);¿Ima-ta-taq qu-nki kay pubri-man?;what-ACC-SEQ give-2 kay pubri-man;What are you going to give to this poor man?;IC;Dative marked recipient.;Shimelman (2017: 78);Shimelman2017;78;7;;give;2;;;;3;SG;;ALL;3;SG;;ACC
Rembarnga;tiŋʔ - yiʔ ŋinta - Ø me - Ø ŋanpa - teʔwa - Ø ŋinta -kan / - ʔkaʔ;woman - ERG 1min.PRON - NOM food - NOM 1min.IMPL + 3aug.A- give - PAST PUNCT 1min.PRON - DAT / - ALL;The women gave me food.;ICSA;In “extended ditransitives”, the verb can agree with a possessor. DAT R can be doubled (?) by an ABS pronoun?;McKay (1975: 259);McKay1975;259;(3.1-24);;give;3;PL;;ERG;1;SG;;DAT;3;SG;;ABS(NOM)
Rembarnga;ŋinta - yiʔ paŋa - keppu - wa tampakku - Ø tiŋʔ - Ø / - ʔkaʔ / - kan;1min.PRON- ERG 3aug.IMPL + 1min.A- deprive - PAST PUNCT tobacco - NOM woman - NOM / - ALL / - DAT;I deprived the women of tobacco. ('I withheld it from them.' or 'I took it from them.');ICSA;;McKay (1975: 259);McKay1975;259;(3.1-25);;deprive;1;SG;;ERG;3;PL;;DAT;3;SG;;ABS(NOM)
Rembarnga;namoṛara - yiʔ piraţţa - Ø yaran - yappaʔ - teʔwa - Ø;[name] - ERG rice - NOM 1aug.IMPL + 3min.A- UAUGM - give - PAST PUNCT;namoṛara gave us two some rice.;ICSA;IMPL is only marked pronominally within the VC.;McKay (1975: 259);McKay1975;259;(3.1-26);;give;3;SG;;ERG;1;PL;;;3;SG;;ABS(NOM)
Rembarnga;kuweɲ -  Ø paran - teʔwa - Ø;kangaroo -NOM 3aug.IMPL + 3min.A- give - PAST PUNCT;He gave the kangaroo to [the women].;ICSA;R ist nicht overt;McKay (1975: 260);McKay1975;260;(3.1-28);;give;3;SG;;;3;PL;;;3;SG;;ABS(NOM)
Rembarnga;ţamu - Ø par - teʔwa - Ø ;dog - NOM 3IMPL + 3aug.A - give - PAST PUNCT;They gave [the kangaroo] to the dogs.;NCSA;;McKay (1975: 260);McKay1975;260;(3.1-29);;give;3;PL;;;3;PL;;(ABS)NOM;3;SG;;
Rembarnga;nənta paran - keppu - niɲ ţalppiɲ - Ø;that 3aug.IMPL + 3min.A - deprive - PAST CONT [ yam type ] - NOM;She ('that one') used to refuse to give them ţalppiɲ. ;ICSA;;McKay (1975: 260);McKay1975;260;(3.1-30);;give;3;SG;;;3;PL;;;3;SG;;ABS(NOM)
Rembarnga;tiŋʔ - yiʔ ţeɲ -  Ø  par - larayʔ - miɲ ŋinta - kan;woman - ERG fish - NOM 3O + 3aug.A - cook - PAST PUNCT 1min.PRON - DAT ;The women cooked the fish for me.;ICIA;;McKay (1975: 298);McKay1975;298;(3.4-31);;cook;3;PL;;ERG;1;SG;;DAT;3;SG;;ABS(NOM)
Rembarnga;tiŋʔ - yiʔ ŋinta - Ø  ŋana - pak - larayʔ - miɲ ţeɲ -  Ø ;woman - ERG 1min.PRON - NOM 1min.IMPL + 3aug.A - IMPLIC - cook- PAST PUNCT fish- NOM;The women cooked the fish for me.;NCSA;;McKay (1975: 298);McKay1975;298;(3.4-32);;cook;3;PL;;ERG;1;SG;;NOM;3;SG;;ABS(NOM)
Warlpiri;Warnapari-rli ka-rla kurdu-ku ngapurlu yi-nyi.;dingo-Erg PresImpf-3Dat child-Dat milk give-Npast;The dingo gives milk to the little one.;ICSA;;Legate (2002: 170);Legate2002;170;214;;give;3;SG;;ERG;3;SG;;DAT;3;SG;;ABS
Warlpiri;Ngajulu-rlu kapi-rna-ngku karli-patu yi-nyi nyuntu-ku;I-Erg FutC-1SG-2SGObj boomerang-pauc give-Npast you-Dat;I will give you (the) (several) boomerangs;ICSA;;(Hale et al 1995:1432) via Legate (2002: 171);Legate2002;171;215;;give;1;SG;;ERG;2;SG;;DAT;3;PL;;ABS
Warlpiri;Yu-ngu-ju-lu Jakamarra-kurra;give-Past-1SGObj-3PL Jakamarra-All;They gave me to Jakamarra;ICIA;In the ERG-ABS-ALL variant, it is the ABS that controls object agreement;(Laughren 1985) via Legate (2002: 173);Legate2002;173;219;;give;3;PL;;;3;SG;;ALL;1;SG;;
Warlpiri;Yu-ngu-lu-nyanu yurrkunyu-kurra;give-Past-3PL-Reflex police-All;They gave themselves up to the police.;ICIA;;Legate (2002: 173);Legate2002;173;220;;give;3;PL;;;3;;;ALL;3;PL;;
Warlpiri;Ngarrka-ngku ka-rla kurdu-ku japujapu kiji-rni;man-Erg PresImpf-3Dat child-Dat ball throw-Npast;The man is throwing the child the ball;ICSA;;(Hale 1982:253) via Legate (2002: 174);Legate2002;174;222a;;throw;3;SG;;ERG;3;SG;;DAT;3;SG;;ABS
Ainu;Tɑmpe huci ku-kore.;this g.mother 1SG-give;I gave this to Grandmother.;NCSA;;Shibatani (1990: 20);Shibatani1990;20;14e;;give;1;SG;;;3;SG;;NOM;3;SG;;NOM
Ainu;ɑ-e-kore;1SG-2SG-give;I give you;Transitive;;Shibatani (1990: 26);Shibatani1990;26;28a;;give;1;SG;;;2;SG;;;/;/;/;/
Ainu;i- sosiekɑttɑ i- nimpɑ;1SG/O- take out 1SG/O drag;(He) took me outside and dragged me;Transitive;;Shibatani (1990: 27);Shibatani1990;27;29;;take;3;SG;;;/;/;/;/;1;SG;;
Ainu;ku-i-kore;1SG-2HON-give;I give you (HON);Transitive;;Shibatani (1990: 29);Shibatani1990;29;32a;;give;1;SG;;;2;HON;;;/;/;/;/
Ainu;A-e-kore.;1PL-2SG-give;We (INCL) give you (something).;NCSA;;Shibatani (1990: 56);Shibatani1990;56;94b;;give;1;PL;;;2;SG;;;3;SG;;
Ainu;A-en-kore.;2HON-1SG-give;You (HON) give me (something).;NCSA;;Shibatani (1990: 56);Shibatani1990;56;94c;;give;2;HON;;;1;SG;;;3;SG;;
Ainu;Ku-cis-kor sonno en-erɑmpokinu, beko tope poronno en-kore.;1SG-cry PROG really 1SG/O-pity cow milk lot 1SG/O-give;I was crying, and he pitied me, and gave me a lot of cow's milk.;NCSA;;Shibatani (1990: 86);Shibatani1990;86;7;;give;3;SG;;;1;SG;;;3;SG;;NOM
Alamblak;met-t yima-r nua-m hay-më-t-r kuñ-t-n;woman-3SF person-3SM food-3PL give-R.PST-3SF-3SM house-3SF-S.SET;A woman gave a man food in a house .;NCSA;;Bruce (1979: 292);Bruce1979;292;13;;give;3;SG;F;NOM;3;SG;M;NOM;3;PL;;NOM
Alamblak;afë hi-rhwat-r-m nuam;NEG give-FUT.IRR-3SM-3PL food;He will not give them food .;NCSA;;Bruce (1979: 299);Bruce1979;299;19d;;give;3;SG;M;;3;PL;;;3;PL;;NOM
Alamblak;mett yimar nuam a-hi-wah-t-r;woman man food HORT-give -NEG[.HORT.PR]-3SF-3SM;The woman should not give a man food.;NCSA;;Bruce (1979: 300);Bruce1979;300;20e;;give;3;SG;F;NOM;3;SG;M;NOM;3;PL;;NOM
Alamblak;na yën-r hëhrampam he-më-an-r;1S child-3SM medicine give-R.PST-1S-3SM;I gave a child medicine.;NCSA;;Bruce (1979: 351);Bruce1979;351;26;;give;1;SG;;;3;SG;M;NOM;3;PL;;NOM
Apurinã;n-okɑ-mɑ-ru-ko;1SG-kill-FRUSTR-3M-FUT;I would have killed it.;Transitive;Alternates with ICIA/NCSA, Agr sensitive to ?;Facundes (2000: 285);Facundes2000;285;14b;;kill;1;SG;;;/;/;/;/;3;SG;M;
Apurinã;pu-sukɑ-ru;2SG-give-3M.O;Give (something) to him.;NCSA;;Facundes (2000: 285);Facundes2000;285;15a;;give (imperative);2;SG;;;3;SG;M;;3;SG;;
Apurinã;pu-sukɑ-ro;2SG-give-3F.O;Give (something) to her.;NCSA;;Facundes (2000: 285);Facundes2000;285;15b;;give (imperative);2;SG;;;3;SG;F;;3;SG;;
Apurinã;mipɑke owɑrɑ-pirɑ-tɑ-ru u-sɑ̃kire (pitɑ-monhi);Mipake teach-language-3M.O 3M-language.of 2SG-GOAL;Mipake taught his language (to you).;Transitive/ ICIA;verbs that translate as ditransitive verbs in some other languages, behave as regular transitive verbs in Apurinã ;Facundes (2000: 287);Facundes2000;287;17a;;teach;3;SG;;;2;SG;;DAT/GL;3;SG;M;NOM
Apurinã;notɑ sɑ̃pire-tɑ-ru tsorɑ sɑ̃kire (youkɑke-monhi);1SG tell-VBLZ-3M.O Tsora language.of;I told the Tsora story (to Youkake).;Transitive/ICIA;;Facundes (2000: 287);Facundes2000;287;17b;;tell;1;SG;;;3;SG;;DAT/GL;3;SG;;NOM
Apurinã;o-sukɑ-ro uwɑ-mokɑru nu-serepi;3F-give-3F.O 3SG.M-GOAL 1SG-arrow.of(F);She gave my arrow to him.;ICIA;;Facundes (2000: 288);Facundes2000;288;19a;;give;3;SG;F;;3;SG;M;DAT/GL;3;SG;F;NOM
Apurinã;notɑ sukɑ-ru uwɑ-mokɑru nu-serepi;1SG give-3M.O 3SG.M-GOAL 1SG-arrow.of(F);I gave my arrow to him.;ICSA;;Facundes (2000: 289);Facundes2000;289;19b;;give;1;SG;;;3;SG;M;DAT/GL;3;SG;F;NOM
Apurinã;pu-sukɑ-no notɑ;2SG-give-1SG.O 1SG;Give away to me.;NCSA;potentially ditransitive;Facundes (2000: 290);Facundes2000;290;20a;;give (imperative);2;SG;;;1;SG;;NOM;;;;
Apurinã;nu-sukɑ-pe-kɑ-ru;1SG-give-PFTV-PRED-3M.O;I've given away to him.;NCSA;;Facundes (2000: 290);Facundes2000;290;20b;;give;1;SG;;;3;SG;M;;;;;
Apurinã;ɑiko mipɑke sukɑre-pe-ro suto;house Mipake sell-PFTV-3F.O woman;Mipake sold the house to the woman.;NCSA;;Facundes (2000: 291);Facundes2000;291;21a;;sell;3;SG;;;3;SG;F;NOM;3;SG;;NOM
Apurinã;mipɑ sukɑre-pe-ru ɑiko mipɑ-mokɑru;Mipa sell-PFTV-3M.O house(M)-AFFECT woman(M)-GOAL;Mipa sold the house to the woman.;ICIA? ICSA?;ambiguous as to whether the pronominal object marker is coreferential with the caseless noun phrase argument aiko ‘house’ or with the “oblique” noun phrase argument mipa-mokaru (since both contain a masculine noun).;Facundes (2000: 291);Facundes2000;291;21b;;sell;3;SG;;;3;SG;M;DAT/GL;3;SG;M;NOM
Apurinã;nota apa-ry anana;1 fetch-3 pineapple;I fetch a/the pineapple.;Transitive;(S V-o O);Derbyshire (1986: 475);Derbyshire1986;475;4;;fetch;1;SG;;;/;/;/;/;3;;;NOM
Apurinã;n-apa-ry anana nota;1SG-fetch-3 pineapple;I fetch a/the pineapple.;Transitive;(s-V-o O S);Derbyshire (1986: 475);Derbyshire1986;475;6;;fetch;1;SG;;;/;/;/;/;3;;;NOM
Apurinã;anana nota syka-i (pite);pineapple 1SG give-2.OBJ 2;I give you a/the pineapple.;NCSA;(O S V-io IO), anana (pineapple) nota (1) syka-i (give-2) (pite) (2);Derbyshire (1986: 475);Derbyshire1986;475;7;;give;1;SG;;;2;;;;3;;;NOM
Bagirmi;N-ád-ūm jā mɨ̀-sáà.;he-gave-me meat I-ate.it.;He gave me some meat and I ate it.;NCSA;;Keegan and Djibrine (2016: 17);KeeganDjibrine2016;17;;;give;3;SG;;;1;SG;;;3;SG;;NOM
Bagirmi;nǝ́-kàd mùj-íɲ gà mbàs ná kī.;he-gave.it brother-his that is.small Spec. Loc.;He gave it to his little brother.;NCIA;;Keegan and Djibrine (2016: 17);KeeganDjibrine2016;17;;;give;3;SG;;;3;SG;;NOM;3;SG;;
Bagirmi;ád-ūm jó nén kūyú.;give-me to one other.;Give me another one.;NCSA;;Keegan and Djibrine (2016: 25);KeeganDjibrine2016;25;;;give (imperative);;;;;1;SG;;;3;SG;;NOM
Bagirmi;ād-ūm kāɗ-mbī kéɗē.;give-me spoon one.;Give me a spoon.;NCSA;;Keegan and Djibrine (2016: 27);KeeganDjibrine2016;27;;;give (imperative);;;;;1;SG;;;3;SG;;NOM
Bagirmi;mə́-kâd-ī jùm, mbàs ètú kə́-kᵼ́sà làbà?;I.will-give-you boule a.little is, you.will-eat or.not?;I’ll give some boule, there’s a little left, will you eat it?;NCSA;;Keegan and Djibrine (2016: 33);KeeganDjibrine2016;33;;;give;1;SG;;;2;SG;;;3;SG;;NOM
Bagirmi;jᵼ́-kàd-íɲ lēndēr ɗáŋ nə́-kàyò.;they-give-him light.porridge and.so he.will drink.;One gives him a light porridge to eat.;NCSA;;Keegan and Djibrine (2016: 49);KeeganDjibrine2016;49;;;give;3;PL;;;3;SG;;;3;SG;;NOM
Bagirmi;Lōktē gà ŋōn ná èt nō, kàd-íɲ jó mbà. ;moment that child the is crying, give-him to milk.;Whenever the child is crying, give him milk.;NCSA;;Keegan and Djibrine (2016: 50);KeeganDjibrine2016;50;;;give (imperative);;;;;3;SG;;;3;SG;;NOM
Bagirmi;Állà kàd-ī lápīyā.;God give-you health.;May God give you health.;NCSA;;Keegan and Djibrine (2016: 50);KeeganDjibrine2016;50;;;give;3;SG;;;2;SG;;;3;SG;;NOM
Bagirmi;j-ád-íɲ ɓúlī. ;they-gave-him peanuts.;They gave him some peanuts.;NCSA;;Keegan and Djibrine (2016: 57);KeeganDjibrine2016;57;;;give;3;PL;;;3;SG;;;3;PL;;NOM
Bagirmi;Dèɓ kéɗē àd-ūm sā kìrē.;person a gave-me shoes for.free.;Somebody gave me shoes for free.;NCSA;;Keegan and Djibrine (2016: 57);KeeganDjibrine2016;57;;;give;3;SG;;;1;SG;;;3;PL;;NOM
Bagirmi;M-ād-ī kìyā gà ī tōl sè-ɲ́ kīnjá ná.;I-gave-you knife that you kill with-it chicken the.;I gave you the knife you killed the chicken with.;NCSA;;Keegan and Djibrine (2016: 61);KeeganDjibrine2016;61;;;give;1;SG;;;2;SG;;;3;SG;;NOM
Bagirmi;Mɨ̀-lá ŋōn-úm rō-ɲ́ kī ɗáŋ n-ád-íɲ jùm sà.;I-sent child-my to-him Loc. and he-gave-him boule he-ate.it.;I sent my child to him and he gave him some boule and he ate it.;NCSA;;Keegan and Djibrine (2016: 67);KeeganDjibrine2016;67;;;give;3;SG;;;3;SG;;;3;SG;;NOM
Bagirmi;Kìyā á-ī ná ād-ūm jó-ŋ̀ lòlō. (=) Kìyā á-ī ná ād-ūm jó né lòlō.;knife your Spec. give-me to it here.;Your knife, give it to me (here).;NCSA;;Keegan and Djibrine (2016: 67);KeeganDjibrine2016;67;;;give (imperative);;;;;1;SG;;;3;SG;;NOM
Bagirmi;M-ād-íɲ á-ɲíɲ kī gà.;I-gave-him of-him Loc. already.;I already gave him his.;NCSA;;Keegan and Djibrine (2016: 76);KeeganDjibrine2016;76;;;give;1;SG;;;3;SG;;;3;SG;;
Barai;fu kua davane vaj-ia-no-no kua-e;3SG say engagement present give-3PL-imp-quote say-p.tns;He said, "Give the engagement present to them.";NCSA;Stem suppletion for give but not other verbs;Olson (1975: 479);Olson1975;479;;;give (imperative);;;;;3;PL;;;3;SG;;NOM
Barai;no iro ja vaj̀-ìa-kìdufuo;1PL yam 2PL give-2PL-dis.fut.tns;We will be giving yams to you.;NCSA;;Olson (1975: 481);Olson1975;481;;;give;1;PL;;;2;PL;;NOM;3;PL;;NOM
Barai;no koe ke-na Ufia ij-akiro Tana vaj-ia-ke;1PL sugarcane take-ss Ufia these-co-or Tana give-3PL-fut.tns;We will take sugarcane and give it to Ufia and Tana.;NCSA;;Olson (1975: 489);Olson1975;489;;;give;1;PL;;;3;PL;;NOM;3;SG;;NOM
Barai;nata boeje fu e ije vaj-ia-e;coconut many he person these give-3PL-p.tns;He gave these people many coconuts.;NCSA;;Olson (1975: 498);Olson1975;498;;;give;3;SG;;;3;PL;;NOM;3;PL;;NOM
Beja;giriʃ -a =b hi -ja =hoːn i- diː -n eːn //;money-PL=INDF.M.ACC give-IMP.SG.M=OBJ.1PL 3-say\PFV-PL say\PFV.3PL;give us money!", they said, they said.;NCSA;Vanhove mentions alternation with NCIA without examples;Vanhove (2019: 6);Vanhove2019;6;;;give (imperative);2;;;;1;PL;;;3;PL;;ACC
Beja;ʔabik -tiːt ti- niːw =eːt =i /;take-CVB.SEQ 2SG.M-give\IPFV=RCPT=POSS.1SG.ACC;you take and give it to me,;NCSA;;Vanhove (2019: 6);Vanhove2019;6;;;give;2;SG;;;1;SG;;ACC;3;SG;;
Bininj Gun-Wok;Aban-madj-bukka-ng.;1.SBJ>3PL.OBJ-swag-show-PST.PFV;I showed the swag to them.;NCSA;Gun-djeihmi variety (Dj).;Evans (2003: 395);Evans2003;395;10.23;;show;1;SG;;;3;PL;;;3;SG;;
Bininj Gun-Wok;Ngan-na-ng.;3.SBJ>1.OBJ-see-PST.PFV;He saw me.;Transitive;Gun-djeihmi variety (Dj).;Evans (2003: 396);Evans2003;396;10.27;;see;3;SG;;;/;/;/;/;1;SG;;
Bininj Gun-Wok;Barri-warde-wo-rre-ni.;3AUG.SBJ-money-give-RR-PST.IPFV;They used to give each other money.;NCSA;Reciprocalisation refers to R. T is incorporated. Gun-djeihmi variety (Dj).;Evans (2003: 443);Evans2003;443;10.209;;give;3;AUG;;;3;AUG;;;3;SG;;
Bininj Gun-Wok;An-me barri-wo-rre-ni.;III-veg.food 3AUG.SBJ-give-RR-PST.IPFV;They used to give each other food.;NCSA;Reciprocalisation refers to R. Gun-djeihmi variety (Dj).;Evans (2003: 443);Evans2003;443;10.210;;give;3;AUG;;;3;AUG;;;3;SG;;NOM
Bininj Gun-Wok;Abanmani-ganj-wo-ng.;1.SBJ>3DU-meat-give-PST.PFV;I gave meat to the two of them.;NCSA;T is incorporated. Gun-djeihmi variety (Dj).;Evans (2003: 471);Evans2003;471;10.333;;give;1;SG;;;3;DU;;;3;SG;;
Bininj Gun-Wok;An-bukka-ng gure bedda.;3.SBJ>1.OBJ-show-PST.PFV LOC them;He showed me to them.;ICIA;T is first person and outranks R (Evans 2003: 486). Gun-djeihmi variety (Dj).;Evans (2003: 486);Evans2003;486;10.397;;give;3;SG;;;3;PL;;LOC;1;SG;;
Bininj Gun-Wok;Arduk abbard an-berlwo-ng guri na-nih bininj.;my father 3.SBJ>1.OBJ-give.in.marriage-PST.PFV LOC M-DEM man;My father gave me in marriage to that man.;ICIA;T is first person and outranks R (Evans 2003: 486). Gun-djeihmi variety (Dj).;Evans (2003: 486);Evans2003;486;10.399;;give in marriage;3;SG;NOM;;3;SG;;LOC;1;SG;;
Chayahuita (Balsapuerto);Ka-ri kete-r-an-(n)ke a’na-wi ni’ni-ø. ;yo-ERG dar-APOY-1ªP.SG.SUJ-2ªP.SG-RECEP un-CLASIF perro-ABS;Yo te doy un perro.;NCSA;;Rojas Berscia (2013: 60);RojasBerscia2013;60;74;;give/dar;1;SG;ERG;;2;SG;;;3;SG;;ABS
Chayahuita (Balsapuerto);Kema-ri kete-r-an-ku a’na a’tari- ø.;tú-ERG dar-APOY-2ªP.SG.SUJ-1ªP.SG.RECEP una gallina-ABS;Tú me das una gallina.;NCSA;;Rojas Berscia (2013: 60);RojasBerscia2013;60;74;;give/dar;2;SG;ERG;;1;SG;;;3;SG;;ABS
Chayahuita (Balsapuerto);Ina-ri kete-r-in-ku a’nara kayu’-ø;ella-ERG dar-APOY-3ªP.SG.SUJ-1ªP.SG.RECEP un huevo-ABS;Elle me da un huevo.;NCSA;;Rojas Berscia (2013: 60);RojasBerscia2013;60;76;;give/dar;3;SG;ERG;;1;SG;;;3;SG;;ABS
Chayahuita (Balsapuerto);Kiya-ri ka’-i-nke.;nosotros-ERG comer-1ªP.PL.EXCL.SUJ-2ªP.SG.OBJ;Nosotros te comemos.;Transitive;;Rojas Berscia (2013: 60);RojasBerscia2013;60;77;;eat/comer;1;PL;ERG;;/;/;/;/;2;SG;;
Chimariko;ˀ-iwo hitɑ čʰ-ɑwu-nd ɑmew;1SG-A-stay lots 1SG.P-give-PROG food;I’ll stay here, they gave me lots of food;NCSA;Agreement with R, but: agreement with 3 is null. Absence of blocking supports agreement with R, though.;Jany (2014: 147);Jany2014;147;23c;;give;3;PL;;;1;SG;;;3;SG;;NOM
Chimariko;xɑčile kumičin noˀot čʰ-ɑwu-t ;children all 1SG 1SG.P-give-ASP;All the children gave it to me;NCSA;;Jany (2014: 152);Jany2014;152;36;;give;3;PL;;;1;SG;;NOM;3;SG;;
Chimariko;m-e-k’o-ˀnɑ-ˀ;2SG-1P-talk-APPL-Q;Are you talking to me?;Transitive;;Jany (2014: 162);Jany2014;162;67a;;talk;2;SG;;;/;/;/;/;1;SG;;
